onset	duration	trial	condition
4.07	4.802	1	1
11.647	4.802	2	1
18.286	4.802	3	1
25.508	4.802	4	1
32.412	4.802	5	1
39.814	4.802	6	1
61.391	4.802	7	2
68.983	4.802	8	2
76.423	4.802	9	2
83.514	4.802	10	2
90.277	4.802	11	2
97.606	4.802	12	2
118.848	4.802	13	1
125.653	4.802	14	1
133.101	4.802	15	1
140.237	4.802	16	1
147.736	4.802	17	1
154.854	4.802	18	1
176.092	4.802	19	2
182.877	4.802	20	2
189.728	4.802	21	2
196.975	4.802	22	2
203.849	4.802	23	2
211.067	4.802	24	2
231.785	4.802	25	1
239.405	4.802	26	1
246.661	4.802	27	1
253.637	4.802	28	1
260.592	4.802	29	1
267.828	4.802	30	1
288.848	4.802	31	2
296.006	4.802	32	2
302.867	4.802	33	2
309.75	4.802	34	2
316.887	4.802	35	2
323.751	4.802	36	2
344.839	4.802	37	1
351.547	4.802	38	1
358.245	4.802	39	1
365.649	4.802	40	1
372.558	4.801	41	1
379.74	4.802	42	1
400.399	4.802	43	2
407.396	4.802	44	2
414.023	4.802	45	2
420.873	4.802	46	2
427.929	4.802	47	2
435.394	4.802	48	2
456.661	4.802	49	1
463.413	4.802	50	1
470.156	4.802	51	1
477.008	4.802	52	1
484.402	4.802	53	1
491.317	4.802	54	1
512.168	4.802	55	2
519.468	4.802	56	2
526.154	4.802	57	2
532.987	4.802	58	2
540.544	4.802	59	2
547.665	4.802	60	2
569.252	4.802	61	1
576.002	4.802	62	1
583.57	4.802	63	1
591.006	4.802	64	1
598.092	4.802	65	1
605.565	4.802	66	1
627.113	4.802	67	2
634.589	4.802	68	2
641.359	4.802	69	2
648.718	4.802	70	2
656.246	4.802	71	2
663.806	4.802	72	2
