onset	duration	trial	condition
4.073	4.802	1	1
10.771	4.802	2	1
17.513	4.802	3	1
24.784	4.802	4	1
32.13	4.802	5	1
39.526	4.802	6	1
60.93	4.802	7	2
68.277	4.802	8	2
75.605	4.802	9	2
82.226	4.802	10	2
88.983	4.802	11	2
95.983	4.802	12	2
117.011	4.802	13	1
124.023	4.802	14	1
131.639	4.803	15	1
138.473	4.802	16	1
145.452	4.802	17	1
153.052	4.802	18	1
173.779	4.802	19	2
181.255	4.802	20	2
188.14	4.802	21	2
195.167	4.802	22	2
202.754	4.802	23	2
209.885	4.802	24	2
230.918	4.802	25	1
238.042	4.802	26	1
244.885	4.802	27	1
252.246	4.802	28	1
259.166	4.802	29	1
266.162	4.802	30	1
287.373	4.802	31	2
294.68	4.802	32	2
301.824	4.802	33	2
309.239	4.802	34	2
316.457	4.802	35	2
323.907	4.802	36	2
345.464	4.802	37	1
352.37	4.802	38	1
359.461	4.802	39	1
366.446	4.802	40	1
373.961	4.802	41	1
381.225	4.802	42	1
402.184	4.802	43	2
409.098	4.802	44	2
416.714	4.802	45	2
423.881	4.802	46	2
431.344	4.803	47	2
438.313	4.802	48	2
459.215	4.802	49	1
466.813	4.802	50	1
473.608	4.802	51	1
480.646	4.802	52	1
487.605	4.802	53	1
494.944	4.802	54	1
515.933	4.802	55	2
522.661	4.802	56	2
530.167	4.802	57	2
537.084	4.802	58	2
544.251	4.802	59	2
551.779	4.802	60	2
573.351	4.802	61	1
580.521	4.802	62	1
587.246	4.802	63	1
594.692	4.802	64	1
601.754	4.802	65	1
608.501	4.802	66	1
629.321	4.802	67	2
636.328	4.802	68	2
642.955	4.802	69	2
649.616	4.802	70	2
657.001	4.802	71	2
664.017	4.802	72	2
