onset	duration	trial	condition
4.07	4.802	1	1
10.759	4.802	2	1
17.726	4.802	3	1
25.055	4.802	4	1
32.343	4.802	5	1
39.49	4.802	6	1
60.176	4.802	7	2
67.295	4.802	8	2
74.847	4.802	9	2
81.657	4.802	10	2
89.211	4.802	11	2
96.467	4.802	12	2
117.71	4.802	13	1
125.081	4.802	14	1
132.27	4.802	15	1
139.665	4.802	16	1
146.849	4.802	17	1
153.808	4.802	18	1
175.447	4.802	19	2
182.784	4.802	20	2
190.022	4.802	21	2
197.617	4.802	22	2
204.711	4.802	23	2
211.52	4.802	24	2
232.387	4.802	25	1
239.403	4.802	26	1
246.839	4.802	27	1
254.27	4.802	28	1
261.669	4.802	29	1
269.255	4.802	30	1
290.513	4.802	31	2
297.363	4.802	32	2
304.73	4.802	33	2
311.809	4.802	34	2
318.643	4.802	35	2
325.341	4.802	36	2
346.134	4.802	37	1
352.828	4.802	38	1
359.653	4.802	39	1
367.213	4.802	40	1
374.259	4.802	41	1
381.728	4.803	42	1
402.849	4.802	43	2
409.552	4.802	44	2
416.376	4.802	45	2
423.426	4.802	46	2
430.5	4.802	47	2
437.977	4.802	48	2
459.555	4.802	49	1
467.142	4.802	50	1
474.464	4.802	51	1
481.698	4.802	52	1
489.149	4.802	53	1
496.722	4.802	54	1
517.939	4.802	55	2
525.372	4.802	56	2
532.588	4.802	57	2
539.582	4.802	58	2
547.196	4.802	59	2
554.484	4.802	60	2
575.977	4.802	61	1
583.396	4.802	62	1
590.797	4.802	63	1
598.274	4.802	64	1
605.624	4.802	65	1
612.351	4.802	66	1
633.72	4.802	67	2
641.28	4.802	68	2
648.749	4.802	69	2
656.164	4.802	70	2
663.67	4.802	71	2
670.934	4.802	72	2
