onset	duration	trial	condition
4.066	4.802	1	2
11.233	4.802	2	2
18.52	4.802	3	2
25.386	4.802	4	2
32.315	4.803	5	2
39.775	4.802	6	2
61.416	4.802	7	1
68.082	4.802	8	1
75.205	4.802	9	1
82.718	4.802	10	1
90.225	4.802	11	1
97.4	4.802	12	1
118.47	4.802	13	2
125.696	4.802	14	2
132.362	4.802	15	2
139.743	4.803	16	2
147.213	4.802	17	2
154.773	4.802	18	2
176.083	4.802	19	1
183.162	4.802	20	1
190.17	4.802	21	1
197.118	4.802	22	1
204.125	4.802	23	1
210.807	4.802	24	1
232.308	4.802	25	2
238.998	4.802	26	2
246.19	4.802	27	2
253.257	4.802	28	2
260.701	4.802	29	2
268.05	4.802	30	2
289.248	4.802	31	1
295.936	4.802	32	1
303.362	4.802	33	1
310.334	4.802	34	1
317.307	4.802	35	1
324.26	4.802	36	1
344.935	4.802	37	2
351.932	4.802	38	2
358.832	4.802	39	2
366.241	4.802	40	2
373.15	4.802	41	2
380.676	4.802	42	2
402.161	4.802	43	1
409.36	4.802	44	1
416.151	4.802	45	1
423.232	4.802	46	1
430.249	4.802	47	1
437.436	4.802	48	1
458.242	4.802	49	2
465.641	4.802	50	2
473.116	4.802	51	2
480.495	4.802	52	2
487.832	4.802	53	2
494.533	4.802	54	2
515.514	4.802	55	1
522.636	4.802	56	1
530.046	4.802	57	1
537.052	4.802	58	1
544.404	4.802	59	1
551.745	4.802	60	1
573.134	4.802	61	2
580.71	4.802	62	2
587.848	4.802	63	2
594.488	4.802	64	2
601.405	4.802	65	2
608.535	4.802	66	2
629.904	4.802	67	1
637.425	4.802	68	1
645.041	4.802	69	1
652.208	4.802	70	1
658.849	4.802	71	1
666.121	4.803	72	1
